1 NDA #,2 Ingredient(s),3 Company,4 Product Name,5 Approval Date,6 First Cliff Expiration Date,7 Earliest Prot Date,8 Latest Prot Date,9 Additional Prot Time,10 Months of Additional Prot Time,11 Num Protections,12 Unique Patents,13 Orphan Drug Excl,14 Extensions,15 Num Patent Extensions,16 Num Exculsivity Extensions
20911,Beclomethasone Dipropioinate,TEVA BRANDED PHARM,Qvar*,9/15/2000,7/7/2015,5/10/2005,5/18/1931,26 years0 months,312,15,1,0,2,2,0
20912,Tirofiban Hydrochloride,MEDICURE,Aggrastat*,5/14/1998,1/29/2019,9/27/2010,5/1/2023,12 years8 months,152,16,1,0,1,1,0
20913,Tirofiban Hydrochloride,MEDICURE,Aggrastat*,5/14/1998,1/29/2019,9/27/2010,6/1/2023,12 years9 months,153,11,1,0,1,1,0
20919,Ziprasidone Mesylate,PFIZER,Geodon*,6/21/2002,4/1/2017,6/21/2005,4/1/2017,11 years10 months,142,10,1,0,0,0,0
20920,Nesiritide Recombinant,SCIOS LLC,Natrecor*,8/10/2001,5/19/2009,8/10/2006,5/19/2014,7 years9 months,93,5,1,0,1,1,0
20922,Mequinol; Tretinoin,ALMIRALL,Solage*,12/10/1999,8/24/2020,12/10/2004,8/24/2020,15 years8 months,188,6,1,0,0,0,0
20926,Sevelamer Hydrochloride,GENZYME,Renagel*,10/30/1998,9/16/2014,8/11/2013,9/16/2014,1 years1 months,13,3,1,0,0,0,0
20929,Budesonide,ASTRAZENECA PHARMS,Pulmicort Respules*,8/8/2000,6/23/2019,2/27/2006,6/23/2019,13 years4 months,160,14,1,0,0,0,0
20931,Dofetilide,PFIZER,Tikosyn*,10/1/1999,10/9/2018,10/1/2004,10/9/2018,14 years0 months,168,5,1,0,0,0,0
20933,Nevirapine,BOEHRINGER INGELHEIM,Viramune*,9/11/1998,5/22/2012,11/22/2011,5/22/2012,0 years6 months,6,2,1,0,0,0,0
20934,Betamethasone Valerate,MYLAN,Luxiq*,2/28/1999,3/1/2016,3/1/2016,5/24/2017,1 years2 months,14,3,1,0,1,1,0
20936,Paroxetine Hydrochloride,APOTEX TECHNOLOGIES,Paxil CR*,2/16/1999,9/17/2017,2/12/2005,9/17/2017,12 years7 months,151,26,1,0,0,0,0
20937,Gadoversetamide,LIEBEL-FLARSHEIM,Optimark*,12/8/1999,7/14/2009,12/8/2004,7/14/2009,4 years7 months,55,3,1,0,0,0,0
20938,Meloxicam,BOEHRINGER INGELHEIM,Mobic*,4/13/2000,7/16/2007,4/13/2005,2/11/2013,7 years10 months,94,14,0,1,3,0,3
20939,Diltiazem Hydrochloride,BIOVAIL,Diltiazem HCL*,1/28/2000,6/25/2013,6/26/2011,6/25/2013,2 years0 months,24,2,1,0,0,0,0
20941,Docosanol,GLAXOSMITHKLINE,Abreva*,7/25/2000,4/28/2014,7/25/2005,4/28/2014,8 years9 months,105,4,1,0,0,0,0
20943,Verapamil Hydrochloride,RECRO GAINESVILLE,Verelan PM*,11/25/1998,6/19/2007,6/19/2007,6/19/2007,0 years0 months,0,1,1,0,0,0,0
20945,Ritonavir,ABBVIE,Norvir*,6/29/1999,11/7/2017,12/29/2012,11/22/2020,7 years11 months,95,32,1,0,2,2,0
20946,Ethinyl Estradiol; Levonorgestrel,TEVA BRANDED PHARM,Preven Emergency Contraceptive Kit*,9/1/1998,12/5/2020,12/5/2020,12/5/2020,0 years0 months,0,1,1,0,0,0,0
20947,Diclofenac Sodium,NUVO PHARMS INC,Pennsaid,11/4/2009,11/4/2012,11/4/2012,8/9/1930,17 years9 months,213,6,0,0,2,2,0
20949,Albuterol Sulfate,MYLAN SPECIALITY LP,Accuneb*,4/30/2001,12/28/2021,12/28/2021,12/28/2021,0 years0 months,0,1,1,0,0,0,0
20950,Albuterol Sulfate; Ipratropium Bromide,MYLAN SPECIALITY LP,Duoneb*,3/21/2001,12/28/2021,12/28/2021,12/28/2021,0 years0 months,0,1,1,0,0,0,0
20954,Busulfan,OTSUKA PHARM,Busulfex*,2/4/1999,11/24/2015,2/4/2006,11/24/2015,9 years9 months,117,8,1,1,0,0,0
20955,Sodium Ferric Gluconate Complex,SANOFI AVENTIS US,Ferrlecit*,2/18/1999,2/13/2008,8/13/2007,2/13/2008,0 years6 months,6,2,0,0,0,0,0
20958,Calcium Carbonate; Famotidine; Magnesium Hydroxide,J AND J CONSUMER INC,Pepcid Complete*,10/16/2000,3/30/2016,5/23/2010,2/26/2022,11 years9 months,141,13,1,0,1,1,0
20961,Fomivirsen Sodium,NOVARTIS,Vitravene Preservative Free*,8/26/1998,8/15/2012,10/15/2004,8/15/2012,7 years10 months,94,5,1,0,0,0,0
20963,Timolol Maleate,SANDOZ INC,Timolol Maleate*,10/21/1998,3/26/2019,6/8/2010,9/26/2019,9 years3 months,111,7,1,0,1,1,0
20965,Aminolevulinic Acid Hydrochloride,DUSA,Levulan*,12/3/1999,10/31/2017,12/3/2004,3/9/2021,16 years3 months,195,13,1,0,3,2,1
20966,Itraconazole,JANSSEN PHARMS,Sporanox*,3/30/1999,6/18/2019,2/23/2005,6/18/2019,14 years4 months,172,2,1,0,0,0,0
20969,Methoxsalen,MALLINCKRODT HOSP,Uvadex*,2/25/1999,4/11/2009,3/12/2008,4/11/2009,1 years1 months,13,3,1,0,0,0,0
20972,Efavirenz,BRISTOL MYERS SQUIBB,Sustiva*,9/17/1998,4/6/2019,8/7/2012,10/6/2019,7 years2 months,86,25,1,0,1,1,0
20973,Rabeprazole Sodium,EISAI INC,Aciphex*,8/19/1999,5/8/2013,8/19/2004,11/8/2013,9 years3 months,111,9,1,0,1,1,0
20974,Fluoxetine Hydrochloride,LILLY,Prozac*,3/9/1999,7/3/2006,7/29/2005,7/3/2006,1 years0 months,12,3,0,0,0,0,0
20975,Gadoversetamide,LIEBEL-FLARSHEIM,Optimark*,12/8/1999,7/14/2009,12/8/2004,7/14/2009,4 years7 months,55,3,1,0,0,0,0
20976,Gadoversetamide,LIEBEL-FLARSHEIM,Optimark in Plastic Container*,12/8/1999,7/14/2009,12/8/2004,7/14/2009,4 years7 months,55,3,1,0,0,0,0
20977,Abacavir Sulfate,VIIV HLTHCARE,Ziagen*,12/17/1998,11/14/2018,8/2/2007,11/14/2018,11 years3 months,135,8,1,0,0,0,0
20978,Abacavir Sulfate,VIIV HLTHCARE,Ziagen*,12/17/1998,11/14/2018,8/2/2007,2/4/2020,12 years6 months,150,11,1,0,1,1,0
20980,Terbinafine Hydrochloride,GLAXOSMITHKLINE,Lamisil*,3/9/1999,12/30/2006,7/14/2004,6/30/2007,2 years11 months,35,4,1,0,1,1,0
20981,Topotecan Hydrochloride,NOVARTIS,Hycamtin,10/11/2007,10/11/2010,5/28/2010,12/10/2024,14 years7 months,175,6,0,0,2,2,0
20983,Albuterol Sulfate,GLAXOSMITHKLINE,Ventolin HFA*,4/19/2001,12/23/2017,8/10/2014,8/26/2026,12 years0 months,144,58,1,0,4,4,0
20984,Rapacuronium Bromide,ORGANON USA INC,Raplon*,8/18/1999,4/14/2013,8/18/2004,4/14/2013,8 years8 months,104,2,1,0,0,0,0
20985,Fluorouracil,VALEANT PHARMS NORTH,Carac*,10/27/2000,6/2/2021,10/4/2005,6/2/2021,15 years8 months,188,2,1,0,0,0,0
20986,Insulin Aspart Recombinant,NOVO NORDISK INC,Novolog ; Novolog Flexpen ; Novolog Flextouch ; Novolog Innolet ; Novolog Penfill*,6/7/2000,6/20/2017,12/21/2004,9/23/1932,27 years9 months,333,64,1,0,5,5,0
20987,Pantoprazole Sodium,WYETH PHARMS,Protonix*,2/2/2000,12/7/2016,2/2/2005,6/7/2017,12 years4 months,148,12,1,0,1,1,0
20988,Pantoprazole Sodium,WYETH PHARMS,Protonix IV*,3/22/2001,11/17/2021,10/19/2004,5/17/2022,17 years7 months,211,14,1,0,1,1,0
20989,Cevimeline Hydrochloride,DAIICHI SANKYO INC,Evoxac*,1/11/2000,6/6/2015,1/11/2005,6/6/2015,10 years5 months,125,5,1,0,0,0,0
20990,Sertraline Hydrochloride,PFIZER,Zoloft*,12/7/1999,10/11/2019,8/6/2004,5/10/2020,15 years9 months,189,17,1,0,1,1,0
20992,"Estrogens, Conjugated Synthetic A",ASPEN,Cenestin*,3/24/1999,7/26/2015,6/21/2005,7/26/2015,10 years1 months,121,5,1,0,0,0,0
20997,Levobupivacaine Hydrochloride,PURDUE PHARMA LP,Chirocaine*,8/5/1999,10/13/2014,10/13/2014,10/13/2014,0 years0 months,0,1,1,0,0,0,0
20998,Celecoxib,GD SEARLE,Celebrex*,12/31/1998,10/14/2017,10/17/2004,4/14/2018,13 years6 months,162,42,1,0,1,1,0
21001,Almotriptan Malate,JANSSEN PHARMS,Axert*,5/7/2001,5/7/2015,5/7/2006,11/7/2015,9 years6 months,114,6,1,0,1,1,0
21003,Lamivudine,GLAXOSMITHKLINE,Epivir-HBV*,12/8/1998,11/18/2016,8/16/2004,11/18/2016,12 years3 months,147,14,1,0,0,0,0
21004,Lamivudine,GLAXOSMITHKLINE,Epivir-HBV*,12/8/1998,11/18/2016,8/16/2004,11/18/2016,12 years3 months,147,12,1,0,0,0,0
21005,Diclofenac Sodium,FOUGERA PHARMS,Solaraze*,10/16/2000,11/16/2016,6/17/2014,11/16/2016,2 years5 months,29,9,1,0,0,0,0
21006,Frovatriptan Succinate,ENDO PHARMS,Frova*,11/8/2001,10/27/2015,11/8/2006,11/7/2015,9 years0 months,108,7,1,0,1,1,0
21007,Amprenavir,GLAXOSMITHKLINE,Agenerase*,4/15/1999,11/11/2017,12/17/2013,11/11/2017,3 years11 months,47,4,1,0,0,0,0
21008,Octreotide Acetate,NOVARTIS,Sandostatin Lar*,11/25/1998,1/30/2017,11/25/2005,1/30/2017,11 years2 months,134,26,1,2,0,0,0
21009,Nedocromil Sodium,ALLERGAN,Alocril*,12/8/1999,8/22/2012,10/2/2006,8/22/2012,5 years10 months,70,2,1,0,0,0,0
21012,Technetium TC-99M Depreotide,CIS BIO INTL SA,Neo Tect Kit*,8/3/1999,8/3/2004,8/3/2004,8/3/2004,0 years0 months,0,1,0,0,0,0,0
21014,Oxcarbazepine,NOVARTIS,Trileptal*,1/14/2000,1/14/2005,1/14/2005,8/12/2018,13 years7 months,163,8,0,0,4,2,2
21015,Testosterone,ABBVIE,Androgel*,2/28/2000,8/30/2020,8/30/2020,3/2/2021,0 years7 months,7,9,1,0,2,2,0
21016,Eletriptan Hydrobromide,PFIZER IRELAND,Relpax*,12/26/2002,8/13/2013,12/26/2007,8/29/2017,9 years8 months,116,5,1,0,1,1,0
21017,Insulin Lispro Protamine Recombinant; Insulin Lispro Recombinant,LILLY,Humalog Mix 75/25 ; Humalog Mix 75/25 Kwikpen ; Humalog Mix 75/25 Pen*,12/22/1999,6/16/2014,5/7/2013,8/9/2024,11 years3 months,135,13,1,0,1,1,0
21018,Insulin Lispro Protamine Recombinant; Insulin Lispro Recombinant,LILLY,Humalog Mix 50/50 ; Humalog Mix 50/50 Kwikpen ; Humalog Mix 50/50 Pen*,12/22/1999,6/16/2014,5/7/2013,8/9/2024,11 years3 months,135,13,1,0,1,1,0
21022,Ciclopirox,VALEANT BERMUDA,Penlac*,12/17/1999,9/18/2007,9/18/2007,9/18/2007,0 years0 months,0,1,1,0,0,0,0
21024,Rifapentine,SANOFI AVENTIS US,Priftin*,6/22/1998,6/22/2005,6/22/2005,6/22/2005,0 years0 months,0,1,0,1,0,0,0
21025,Rivastigmine Tartrate,NOVARTIS,Exelon*,4/21/2000,2/11/2014,4/21/2005,2/11/2014,8 years10 months,106,4,1,0,0,0,0
21026,"Miconazole Nitrate; Petrolatum, White; Zinc Oxide",MYLAN,Vusion,2/16/2006,2/16/2009,3/27/2007,3/30/2028,21 years0 months,252,5,0,0,2,2,0
21027,Doxercalciferol,SANOFI,Hectorol*,4/6/2000,2/11/2014,8/17/2010,9/14/2023,13 years1 months,157,9,1,0,2,2,0
21029,Temozolomide,MERCK SHARP DOHME,Temodar*,8/11/1999,2/11/2014,8/11/2004,2/11/2014,9 years6 months,114,16,1,4,0,0,0
21035,Levetiracetam,UCB INC,Keppra*,11/30/1999,8/6/2009,11/30/2004,12/7/1931,27 years1 months,325,24,1,0,6,2,4
21036,Zanamivir,GLAXOSMITHKLINE,Relenza*,7/26/1999,12/15/2014,7/26/2004,12/15/2014,10 years5 months,125,11,1,0,0,0,0
21037,Gadopentetate Dimeglumine,BAYER HLTHCARE,Magnevist*,3/10/2000,10/1/2013,11/8/2011,10/1/2013,1 years11 months,23,2,1,0,0,0,0
21038,Dexmedetomidine Hydrochloride,HOSPIRA,Precedex*,12/17/1999,3/31/2019,12/17/2004,7/4/1932,27 years7 months,331,42,1,0,2,2,0
21039,Amprenavir,GLAXOSMITHKLINE,Agenerase*,4/15/1999,3/3/2015,12/17/2013,3/3/2015,1 years3 months,15,3,1,0,0,0,0
21040,Estradiol; Norgestimate,TEVA WOMENS,Prefest*,10/22/1999,3/20/2020,4/28/2009,3/30/2020,10 years11 months,131,5,1,0,1,1,0
21041,Cytarabine,PACIRA PHARMS INC,Depocyt*,4/1/1999,4/1/2006,4/1/2006,6/25/2022,16 years2 months,194,6,0,1,1,1,0
21042,Rofecoxib,MERCK,Vioxx*,5/20/1999,11/6/2017,11/20/2004,11/6/2017,13 years0 months,156,14,1,0,0,0,0
21044,Hydromorphone Hydrochloride,PURDUE PHARMA LP,Palladone*,9/24/2004,11/4/2014,9/24/2007,11/9/2020,13 years2 months,158,9,1,0,1,1,0
21045,Levonorgestrel,FDN CONSUMER,Plan B,7/28/1999,8/24/2009,8/24/2009,8/24/2009,0 years0 months,0,1,0,0,0,0,0
21052,Rofecoxib,MERCK,Vioxx*,5/20/1999,11/6/2017,11/20/2004,11/6/2017,13 years0 months,156,13,1,0,0,0,0
21055,Bexarotene,VALEANT LUXEMBOURG,Targretin*,12/29/1999,10/5/2016,12/29/2004,7/29/2018,13 years7 months,163,9,1,1,1,0,1
21056,Bexarotene,BAUSCH,Targretin*,6/28/2000,10/5/2016,12/29/2004,10/5/2016,11 years10 months,142,8,1,1,0,0,0
21057,Ganirelix Acetate,ORGANON USA INC,Ganirelix Acetate Injection*,7/29/1999,6/16/2015,7/29/2004,6/16/2018,13 years11 months,167,6,1,0,1,1,0
21060,Ziconotide Acetate,TERSERA THERAPS LLC,Prialt*,12/28/2004,6/27/2015,12/28/2009,10/1/2024,14 years10 months,178,19,1,0,2,2,0
21064,Perflutren,LANTHEUS MEDCL,Definity*,7/31/2001,4/5/2011,7/31/2006,3/16/1937,30 years8 months,368,15,1,0,4,4,0
21065,Ethinyl Estradiol; Norethindrone Acetate,APIL,Femhrt*,10/15/1999,5/4/2010,5/4/2010,5/4/2010,0 years0 months,0,1,1,0,0,0,0
21066,Ketotifen Fumurate,ALCON PHARMA,Zaditor*,7/2/1999,1/13/2019,7/2/2004,1/13/2019,14 years6 months,174,4,1,0,0,0,0
21067,Mometasone Furoate,MERCK SHARP DOHME,Asmanex Twisthaler,3/30/2005,3/30/2008,3/30/2008,9/17/2018,10 years6 months,126,57,0,0,2,2,0
21071,Rosiglitazone Maleate,SB PHARMCO,Avandia*,5/25/1999,8/11/2017,2/27/2006,10/19/2020,14 years8 months,176,25,1,0,1,1,0
21073,Pioglitazone Hydrochloride,TAKEDA PHARMS USA,Actos*,7/15/1999,8/9/2016,7/15/2004,8/9/2016,12 years1 months,145,15,1,0,0,0,0
21074,Alcohol; Chlorhexidine Gluconate,3M,Avagard*,6/7/2001,6/21/2016,6/22/2015,8/3/2016,1 years2 months,14,6,1,0,1,1,0
21075,Somatropin Recombinant,GENENTECH,Nutropin Depot*,12/22/1999,8/5/2014,3/12/2012,8/5/2014,2 years5 months,29,4,1,0,0,0,0
21077,Fluticasone Propionate; Salmeterol Xinafoate,GLAXO GRP LTD,Advair Diskus 100/50 ; Advair Diskus 250/50 ; Advair Diskus 500/50*,8/24/2000,3/1/2011,11/17/2006,12/20/2020,14 years1 months,169,46,1,0,3,2,1
21078,Atovaquone; Proguanil Hydrochloride,GLAXOSMITHKLINE,Malarone*,7/14/2000,5/25/2014,12/2/2006,5/25/2014,7 years5 months,89,12,1,0,0,0,0
21079,Pemirolast Potassium,SANTEN,Alamast*,9/24/1999,6/23/2009,9/24/2004,7/2/2011,6 years10 months,82,9,1,0,1,1,0
21081,Insulin Glargine Recombinant,SANOFI AVENTIS US,Lantus ; Lantus Solostar*,4/20/2000,3/12/2015,4/20/2005,4/8/1933,28 years0 months,336,37,1,0,4,4,0
21083,Sirolimus,PF PRISM CV,Rapamune*,9/15/1999,3/30/2014,9/15/2004,5/28/2022,17 years8 months,212,21,1,1,1,0,1
21084,Perfluoropolymethylisopropyl Ether; Polytetrafluoroethylene,US ARMY,Skin Exposure Reduction Paste Against Chemical Warfare Agents*,2/17/2000,5/30/2015,2/17/2005,5/30/2015,10 years3 months,123,2,1,0,0,0,0
21085,Moxifloxacin Hydrochloride,BAYER HLTHCARE,Avelox*,12/10/1999,12/5/2016,12/10/2004,10/29/2019,14 years10 months,178,11,1,0,1,1,0
21086,Olanzapine,LILLY,Zyprexa Zydis*,4/6/2000,4/23/2011,7/10/2006,11/1/2017,11 years4 months,136,15,1,0,2,2,0
21087,Oseltamivir Phosphate,ROCHE,Tamiflu*,10/27/1999,6/27/2017,10/27/2004,6/27/2017,12 years8 months,152,20,1,0,0,0,0
21088,Leuprolide Acetate,ORTHO MCNEIL JANSSEN,Viadur*,3/3/2000,12/17/2018,1/30/2017,12/17/2018,1 years11 months,23,10,1,0,0,0,0
21093,Candesartan Cilexetil; Hydrochlorothiazide,ANI PHARMS INC,Atacand HCT*,9/5/2000,2/24/2015,4/18/2011,2/24/2015,3 years10 months,46,25,1,0,0,0,0
21097,"Sodium Phosphate, Dibasic, Anhydrous; Sodium Phosphate, Monobasic, Monohydrate",SALIX PHARMS,Visicol*,9/21/2000,5/18/2013,5/18/2013,5/18/2013,0 years0 months,0,1,1,0,0,0,0
21098,Drospirenone; Ethinyl Estradiol,BAYER HLTHCARE,Yasmin*,5/11/2001,8/31/2020,10/29/2013,8/31/2020,6 years10 months,82,3,1,0,0,0,0
21106,Pegvisomant,PHARMACIA AND UPJOHN,Somavert*,3/25/2003,9/21/2015,3/25/2008,3/25/2017,9 years0 months,108,12,1,1,1,1,0
21107,Alosetron Hydrochloride,SEBELA IRELAND LTD,Lotronex*,2/9/2000,10/5/2018,2/9/2005,10/5/2018,13 years8 months,164,6,1,0,0,0,0
21108,Tretinoin,VALEANT PHARMS NORTH,Renova*,8/31/2000,3/7/2020,3/7/2020,3/7/2020,0 years0 months,0,1,1,0,0,0,0
21110,Sirolimus,PF PRISM CV,Rapamune*,8/25/2000,9/11/2018,9/15/2004,5/28/2022,17 years8 months,212,41,1,1,1,0,1
21112,Fluocinolone Acetonide; Hydroquinone; Tretinoin,GALDERMA LABS LP,Tri-Luma*,1/18/2002,1/18/2005,1/18/2005,3/22/2026,21 years2 months,254,7,0,0,1,1,0
21114,Levobetaxolol Hydrochloride,ALCON PHARMS LTD,Betaxon*,2/23/2000,7/30/2013,3/27/2007,1/30/2014,6 years10 months,82,12,1,0,1,1,0
21119,Verteporfin,VALEANT LUXEMBOURG,Visudyne*,4/12/2000,3/11/2016,8/22/2004,3/11/2016,11 years7 months,139,14,1,0,0,0,0
21121,Methylphenidate Hydrochloride,JANSSEN PHARMS,Concerta*,8/1/2000,4/21/2008,10/21/2007,1/31/2018,10 years3 months,123,19,0,0,1,1,0
21123,Acetaminophen; Tramadol Hydrochloride,JANSSEN PHARMS,Ultracet*,8/15/2001,8/9/2011,8/15/2004,8/9/2011,7 years0 months,84,3,1,0,0,0,0
21124,Terbinafine Hydrochloride,GLAXOSMITHKLINE CONS,Lamisil AT*,3/17/2000,10/28/2014,7/14/2004,4/28/2015,10 years9 months,129,10,1,0,1,1,0
21127,Azelastine Hydrochloride,MYLAN SPECIALITY LP,Optivar*,5/22/2000,5/1/2011,11/1/2010,5/1/2011,0 years6 months,6,2,1,0,0,0,0
21128,Ibuprofen; Pseudoephedrine Hydrochloride,J AND J CONSUMER INC,Children's Motrin Cold*,8/1/2000,6/10/2019,6/10/2019,6/10/2019,0 years0 months,0,1,1,0,0,0,0
21129,Gabapentin,PARKE DAVIS,Neurontin*,3/2/2000,10/25/2017,5/24/2005,11/28/2022,17 years6 months,210,7,1,0,1,1,0
21130,Linezolid,PHARMACIA AND UPJOHN,Zyvox*,4/18/2000,9/15/2021,4/18/2005,9/15/2021,16 years5 months,197,28,1,0,0,0,0
21131,Linezolid,PHARMACIA AND UPJOHN,Zyvox*,4/18/2000,7/29/2021,4/18/2005,7/29/2021,16 years3 months,195,26,1,0,0,0,0
21132,Linezolid,PHARMACIA AND UPJOHN,Zyvox*,4/18/2000,7/29/2021,4/18/2005,7/29/2021,16 years3 months,195,24,1,0,0,0,0
21134,Nitroglycerin,PFIZER PHARMS,Nitrostat*,5/1/2000,9/16/2018,9/16/2018,9/16/2018,0 years0 months,0,1,1,0,0,0,0
21135,Iron Sucrose,AM REGENT,Venofer,11/6/2000,6/17/2008,6/17/2008,9/21/2015,7 years3 months,87,6,0,0,2,0,2
21136,Secretin Synthetic Porcine,CHIRHOCLIN,Secremax*,4/4/2002,4/4/2009,4/4/2005,4/4/2009,4 years0 months,48,3,0,1,0,0,0
21140,Loperamide Hydrochloride; Simethicone,J AND J CONSUMER INC,Imodium Advanced*,11/30/2000,7/17/2017,9/28/2010,7/17/2017,6 years10 months,82,3,1,0,0,0,0
21141,Colesevelam Hydrochloride,DAIICHI SANKYO,Welchol*,5/26/2000,12/2/2014,5/26/2005,6/2/2015,10 years1 months,121,22,1,0,1,1,0
21142,Clobetasol Propionate,MYLAN,Olux*,5/26/2000,10/3/2017,12/20/2005,10/3/2017,11 years10 months,142,3,1,0,0,0,0
21144,Telithromycin,SANOFI AVENTIS US,Ketek*,4/1/2004,9/24/2015,4/1/2009,4/1/2018,9 years0 months,108,7,1,0,1,1,0
21145,Eflornithine Hydrochloride,SKINMEDICA,Vaniqa*,7/27/2000,7/15/2014,1/19/2005,7/15/2014,9 years6 months,114,2,1,0,0,0,0
21148,Somatropin Recombinant,NOVO NORDISK INC,Norditropin ; Norditropin Nordiflex ; Norditropin Flexpro*,6/20/2000,12/15/2015,11/1/2007,2/1/1932,24 years3 months,291,57,1,3,2,2,0
21149,Choriogonadotropin Alfa,EMD SERONO,Ovidrel*,9/20/2000,3/16/2021,6/16/2015,3/16/2021,5 years9 months,69,3,1,0,0,0,0
21150,Cetirizine Hydrochloride; Pseudoephedrine Hydrochloride,J AND J CONSUMER INC,Zyrtec-D 12 Hour*,8/10/2001,7/13/2019,6/25/2007,6/10/2022,15 years0 months,180,10,1,0,1,1,0
21152,Fluticasone Propionate,FOUGERA PHARMS,Cutivate,3/31/2005,9/30/2008,3/31/2008,10/20/2019,11 years7 months,139,4,0,0,1,1,0
21153,Esomeprazole Magnesium,ASTRAZENECA PHARMS,Nexium*,2/20/2001,5/3/2020,8/20/2004,5/3/2020,15 years9 months,189,97,1,0,0,0,0
21158,Gemifloxacin Mesylate,LG CHEM LTD,Factive*,4/4/2003,9/21/2019,4/4/2008,9/21/2019,11 years5 months,137,14,1,0,0,0,0
21159,Ciclopirox,BAUSCH,Loprox*,2/28/2003,2/28/2006,2/28/2006,9/16/2017,11 years7 months,139,3,0,0,1,1,0
21160,Calcium Acetate,FRESENIUS MEDCL,Phoslo ; Phoslo Gelcaps*,4/2/2001,4/3/2021,4/7/2007,7/30/2021,14 years3 months,171,3,1,0,1,1,0
21162,Hydrochlorothiazide; Telmisartan,BOEHRINGER INGELHEIM,Micardis HCT*,11/17/2000,1/10/2020,1/7/2014,1/10/2020,6 years0 months,72,4,1,0,0,0,0
21165,Desloratadine,MERCK SHARP DOHME,Clarinex*,12/21/2001,1/7/2020,4/21/2005,1/7/2020,14 years9 months,177,25,1,0,0,0,0
21166,Estradiol,ASCEND THERAPS US,Estrogel*,2/9/2004,2/9/2007,2/9/2007,2/9/2007,0 years0 months,0,1,0,0,0,0,0
21168,Divalproex Sodium,ABBVIE,Depakote ER*,8/4/2000,12/18/2018,4/3/2007,6/18/2019,12 years2 months,146,33,1,0,1,1,0
21169,Galantamine Hydrobromide,JANSSEN PHARMS,Reminyl*,2/28/2001,6/6/2017,2/28/2006,6/6/2017,11 years4 months,136,5,1,0,0,0,0
21172,Insulin Aspart Protamine Recombinant; Insulin Aspart Recombinant,NOVO NORDISK INC,Novolog Mix 70/30 ; Novolog Mix 70/30 Flexpen ; Novolog Mix 70/30 Penfill*,11/1/2001,6/19/2017,11/1/2004,9/23/1932,27 years10 months,334,43,1,0,3,3,0
21174,Gemtuzumab Ozogamicin,WYETH PHARMS INC,Mylotarg*,5/17/2000,6/30/2015,5/17/2005,6/30/2015,10 years1 months,121,10,1,1,0,0,0
21176,Colesevelam Hydrochloride,DAIICHI SANKYO,Welchol*,5/26/2000,12/2/2014,5/26/2005,10/17/2022,17 years5 months,209,47,1,0,2,2,0
21178,"Glyburide, Metformin Hydrochloride",BRISTOL MYERS SQUIBB,Glucovance*,7/31/2000,1/14/2020,9/30/2005,1/14/2020,14 years4 months,172,6,1,0,0,0,0
21179,Sevelamer Hydrochloride,GENZYME,Renagel*,7/12/2000,9/16/2014,10/19/2010,10/18/2020,10 years0 months,120,8,1,0,1,1,0
21180,Ethinyl Estradiol; Norelgestromin,JANSSEN PHARMS,Ortho Evra*,11/20/2001,6/7/2015,11/20/2004,11/20/2015,11 years0 months,132,5,1,0,1,1,0
21183,Didanosine,BRISTOL MYERS SQUIBB,Videx EC*,10/31/2000,3/1/2007,8/29/2006,3/1/2007,0 years7 months,7,4,1,0,0,0,0
21184,Tazarotene,ALLERGAN,Avage ; Tazorac*,9/29/2000,6/13/2011,10/11/2004,6/13/2011,6 years8 months,80,3,1,0,0,0,0
21187,Ethinyl Estradiol; Etonogestrel,ORGANON SUB MERCK,Nuvaring*,10/3/2001,4/8/2018,10/3/2004,4/8/2018,13 years6 months,162,2,1,0,0,0,0
21190,Buspirone Hydrochloride,BRISTOL MYERS SQUIBB,Buspar*,12/20/2000,11/14/2008,5/14/2008,11/14/2008,0 years6 months,6,2,1,0,0,0,0
21191,Dimyristoyl Lecithin; Perflexane,VESSELON SPV LLC,Imagent*,5/31/2002,8/25/2015,5/31/2007,8/25/2015,8 years3 months,99,10,1,0,0,0,0
21192,Fluvastatin Sodium,NOVARTIS,Lescol XL*,10/6/2000,4/13/2020,5/27/2006,10/13/2020,14 years5 months,173,14,1,0,1,1,0
21196,Sodium Oxybate,JAZZ PHARMS,Xyrem*,7/17/2002,12/22/2019,7/17/2007,9/15/1933,26 years2 months,314,73,1,2,5,5,0
21197,Cetrorelix,EMD SERONO INC,Cetrotide*,8/11/2000,4/23/2018,8/11/2005,4/23/2019,13 years8 months,164,12,1,0,1,1,0
21199,Levofloxacin,SANTEN,Quixin*,8/18/2000,12/20/2010,12/20/2010,12/20/2010,0 years0 months,0,1,1,0,0,0,0
21200,Tegaserod Maleate,ALFASIGMA,Zelnorm*,7/24/2002,4/26/2013,7/24/2007,4/26/2013,5 years9 months,69,3,1,0,0,0,0
21201,Polidocanol,CHEMISCH FBRK KRSSLR,Asclera,3/30/2010,3/30/2015,3/30/2015,3/30/2015,0 years0 months,0,1,0,0,0,0,0
21202,Metformin Hydrochloride,EMD SERONO INC,Glucophage XR*,10/13/2000,3/19/2018,3/19/2018,3/19/2018,0 years0 months,0,2,1,0,0,0,0
21203,Fenofibrate,ABBVIE INC,Tricor*,9/4/2001,1/9/2018,1/19/2009,1/9/2018,9 years0 months,108,7,1,0,0,0,0
21204,Nateglinide,NOVARTIS,Starlix*,12/22/2000,9/17/2019,12/22/2005,9/15/2020,14 years9 months,177,14,1,0,1,1,0
